name,ssn_solved,ssn_status,pmm_iter,ssn_iter,ssn_obj,pmm_tol_achieved,ssn_time,ssn_avg_ram_mb,qpalm_solved,qpalm_status,qpalm_iter,qpalm_inner_iter,qpalm_obj,qpalm_tol_achieved,qpalm_time,qpalm_avg_ram_mb,osqp_solved,osqp_status,osqp_iter,osqp_obj,osqp_tol_achieved,osqp_time,osqp_avg_ram_mb
CONT-050,1,0,38,773,-4.563850904324672,1.4079900677910187e-07,0.7684344160000001,113.75,1,1,4,11,-4.56385048122636,7.842794096102335e-08,0.02600104,109.890625,1,1,1775,-4.563851392513337,1.7054763307651508e-06,0.45345208200000003,106.265625
CONT-100,1,0,11,104,-4.644391701884713,7.627181252014114e-07,4.282980417,160.21875,1,1,6,33,-4.644415521097686,2.0250124919268808e-07,0.652270249,145.0284090909091,1,1,8625,-4.644399705259209,4.6931381986922944e-07,11.582255166000001,124.296875
CONT-101,1,0,90,3236,0.19552732467644984,4.5545687444416885e-07,23.729926583,168.328125,1,1,6,123,0.19529107611552288,3.0681724424076485e-06,3.1308917899999997,141.83864182692307,1,1,10925,0.19552935040573538,6.893371354408539e-07,15.920340873999999,125.78125
CONT-200,0,4,5,89,-0.4285903274737191,0.0003479896941966522,30.965241875,381.828125,1,1,5,15,-4.685169773951925,3.576763681920993e-06,1.645897124,276.4330357142857,0,8,3881,-3.4886513229485203,0.0243707595864227,30.005336665999998,211.49627236580517
CONT-201,0,4,4,156,-0.004130740236908735,0.008605783070855556,35.88382583400001,357.984375,0,-5,2,83,-0.09556650418895012,0.14444668690401824,30.194703915,294.7192708333333,0,8,3518,1.4133727497934783,0.28559875803828155,30.007505499,214.88688994023903
CONT-300,0,4,3,107,-0.00038056662338349504,0.015372329449369714,62.387581833999995,567.75,0,-5,2,24,-0.06952299798536517,0.15010634212087584,31.194055330999998,564.6414255218216,0,8,1126,7.937587612984381,0.4857082403995353,30.014152624,386.1007877066116
CVXQP1L,0,4,4,15,10644374.54880933,0.6829143942801179,39.339606208,293.78125,0,-5,15,53,101676280.4860477,444376.3372717933,31.089321333,188.24082105513307,0,8,4285,108703656.03893058,0.37573697126634814,30.002675791,159.99916922290387
CVXQP1M,1,0,102,4357,1087506.8566948771,9.86329183599644e-07,3.6019835,117.3125,1,1,24,80,1087510.493655371,4.380016277314255e-06,0.14091758199999999,104.375,1,1,625,1087511.554541954,0.0004862286546283133,0.092548666,103.578125
CVXQP1S,1,0,14,184,11590.7167706568,8.121513849390183e-08,0.016395667,101.796875,1,1,13,37,11590.718060485195,1.6596443610794598e-06,0.00106325,99.9375,1,1,425,11590.717496574516,0.0008509395608603309,0.001760291,100.0
CVXQP2L,0,4,5,111,7363943.004528493,0.6391569850090763,32.60913525,211.046875,0,-5,18,78,80913365.16535884,338071.2675649586,30.253905290000002,168.54440307617188,1,1,1650,81842458.26015085,6.960729992354149e-05,9.016829666,149.23195422535213
CVXQP2M,1,0,12,36,820155.4039644062,4.615139302611167e-07,0.243476417,113.859375,1,1,18,60,820155.4131144702,6.176776024359544e-06,0.086754207,104.609375,1,1,175,820155.4302829508,9.86869331481476e-05,0.023593249,104.40625
CVXQP2S,1,0,25,917,8120.94004724182,2.8982689577756154e-07,0.028163792,101.84375,1,1,13,35,8120.940202582617,2.9894142578729133e-06,0.000829998,99.671875,1,1,75,8120.9404799686345,2.417171244380056e-05,0.000383291,102.203125
CVXQP3L,0,4,3,12,6675035.333057247,0.7583768747368248,32.217869,210.34375,0,-5,12,40,106279539.13785043,289305.83801890846,30.054333623999998,195.14483055009822,0,8,3754,115708203.8534821,0.43415915498811763,30.004781916000002,164.82722664271049
CVXQP3M,0,4,823,40357,1362798.07003944,2.7004312213328366e-06,30.000386833,116.890625,1,1,28,113,1362828.3891311693,7.10070703294005e-07,0.21165970799999997,104.77604166666667,1,1,3000,1362828.7028892862,0.00825832462459175,0.469063291,103.171875
CVXQP3S,1,0,15,57,11943.425119446809,5.790584443407182e-07,0.011124875,101.953125,1,1,13,39,11943.432069999924,4.6227034311563386e-07,0.001282916,99.40625,1,1,100,11943.431057830818,0.0005429048965229752,0.000657499,100.078125
DPKLO1,0,-2,11,212,1e+20,1e+20,0.020718292000000003,101.984375,0,-3,10,40,0.0,11.86178311202819,0.002842207,102.84375,0,3,425,1e+30,1.264812104424721,0.004207832,100.59375
DTOC3,1,0,30,1356,235.26306483663953,9.879426797483317e-08,1.855521417,122.09375,1,1,63,126,235.25594524888942,3.182060531791293e-07,0.243886124,141.19140625,1,1,350,235.26226608649705,3.169136064684608e-09,0.147973833,126.453125
DUAL1,1,0,17,41,0.035012966012371215,4.511559357154816e-08,0.011414707999999999,102.203125,1,1,5,21,0.035012946828452435,5.92393485573422e-07,0.001321874,100.171875,1,1,50,0.0350129660096062,1.1735757621239687e-07,0.000643624,100.078125
DUAL2,1,0,22,416,0.03373367625585044,2.779313986517588e-07,0.045058708,102.671875,1,1,5,13,0.03373367841103344,5.526352853634779e-08,0.001097498,101.28125,1,1,50,0.03373367619184395,8.551843232637011e-08,0.0008096239999999999,101.859375
DUAL3,1,0,4,7,0.1357558040093919,1.981949634624371e-07,0.006304083,103.40625,1,1,5,15,0.13575574835334817,9.67961809123614e-07,0.001620499,101.1875,1,1,50,0.13575583620789974,2.2753632223728123e-07,0.00113725,102.390625
DUAL4,1,0,20,57,0.7460908419568234,7.959240166546806e-08,0.011242209000000001,101.453125,1,1,6,15,0.746090432363693,5.948457377901318e-07,0.000690415,101.578125,1,1,50,0.7460908274281847,2.7668418488829187e-07,0.0005110410000000001,101.625
DUALC1,1,0,13,232,6141.304446913567,6.83505619915915e-08,0.004701083,101.265625,1,1,4,23,6138.272441608012,3.272041525947667,0.0005227060000000001,100.875,1,1,700,6155.206621109025,0.2467804240673979,0.0033123329999999998,101.203125
DUALC2,1,0,5,27,3551.3166731709243,6.885359769050369e-07,0.0007413750000000001,101.9375,1,1,3,15,3550.8232574552844,0.06332185420299345,0.000355749,100.796875,1,1,275,3551.3114210176377,0.0074792586293513635,0.001328374,102.09375
DUALC5,1,0,24,886,427.2323279655013,1.737509170088568e-07,0.017527083000000002,101.375,1,1,3,8,426.5879814024128,0.0004881111785337967,0.000295957,101.171875,1,1,75,427.2323132275329,3.1711021341462787e-06,0.0005944990000000001,101.734375
DUALC8,1,0,9,300,18308.025089128583,7.904858671915859e-07,0.010841333000000002,102.828125,1,1,4,16,18304.442542577093,0.0003570508417570405,0.0008110400000000001,101.125,1,1,75,18309.355283092387,0.010200102129238305,0.001032,101.921875
EXDATA,0,4,2,100,-117.49065581517057,0.00985525592257783,42.819437125,339.046875,1,1,7,260,-141.84343218931332,3.644195818191382e-06,5.524254123,340.9974211165049,1,1,1150,-141.84342941699765,1.2244061563748687e-05,3.4916525409999997,313.8268442622951
GENHS28,1,0,3,4,0.927173705585224,3.974858435407822e-08,6.3792e-05,101.03125,1,1,3,6,0.9271741307488796,3.227389637108796e-07,4.2956e-05,101.46875,1,1,50,0.9271736960999132,3.5902230077766717e-09,4.6999e-05,100.1875
GOULDQP2,1,0,41,903,0.0006307072087484947,7.171604692265822e-07,0.149433334,103.328125,1,1,8,39,0.00018426838465668575,2.51165804509807e-05,0.006897749000000001,101.546875,1,1,2175,0.00018427067682943185,3.3626324349000924e-05,0.037818541000000004,101.53125
GOULDQP3,1,0,4,19,2.0632328212050197,6.117015377612415e-09,0.011543583,103.875,1,1,9,33,-29647.83721752834,8.692746439309974e-06,0.005097873,102.34375,1,1,50,-29647.837216027085,1.6314600638861325e-08,0.001319207,101.46875
HS118,1,0,9,63,664.8204499885358,3.512336157066484e-07,0.000554333,101.875,1,1,8,31,664.8204414358344,1.2980326753009308e-05,0.000138791,100.5625,1,1,675,664.8204396149034,1.8258031726503532e-06,0.000341624,101.0625
HS21,1,0,2,4,-99.95999999978504,7.804657728720269e-07,4.7333e-05,101.046875,1,1,3,7,0.03999999995026208,1.2434472960245361e-09,2.1875e-05,100.9375,1,1,75,0.03999996951412155,7.621471061431369e-07,2.4665999999999997e-05,100.71875
HS268,1,0,4,17,-3.036864654859528e-06,5.141661866041285e-07,0.00015875,101.328125,1,1,5,7,-14462.99960512596,0.006628919754078942,2.9749e-05,99.0,1,1,250,-14462.999794079466,0.005304771692429691,9.237400000000001e-05,99.796875
HS35,1,0,3,6,0.11111097214750743,1.3892042968138223e-07,7.7583e-05,101.734375,1,1,3,7,-8.888888905998193,7.699187213620706e-08,2.4665999999999997e-05,100.328125,1,1,50,-8.888888888869706,8.632054319351658e-11,2.5166000000000003e-05,100.1875
HS35MOD,1,0,11,81,0.25000002342471106,3.9830260275171746e-08,0.000351916,102.328125,1,1,2,5,-8.749997346908247,2.653084714032694e-06,2.0248e-05,100.171875,1,1,50,-8.750000000693987,7.3020942625845456e-09,2.1707e-05,100.203125
HS51,1,0,2,3,4.654398980896701e-06,7.755360342423838e-07,4.7083e-05,102.390625,1,1,0,1,-5.999999999999967,1.199999934421039e-06,2.529e-05,101.84375,1,1,50,-6.000000000000001,2.089423086999933e-08,2.6291e-05,100.21875
HS52,1,0,3,4,5.3266476035345045,1.81031500815257e-07,5.125e-05,101.203125,1,1,3,6,-0.6733533767373755,1.0628607886873243e-07,2.3665e-05,98.921875,1,1,50,-0.6733524354511669,3.23211434597046e-11,2.7708e-05,100.578125
HS53,1,0,3,4,4.093022827323019,4.384910858517583e-08,5.1959e-05,102.828125,1,1,3,6,-1.9069769803178196,3.7216970211696554e-08,2.5957e-05,100.28125,1,1,25,-1.906974138520308,4.239780164513428e-06,2.2708e-05,98.90625
HS76,1,0,27,700,-4.681818112282643,4.79641737291377e-07,0.001819583,101.59375,1,1,4,11,-4.6818181901781415,1.8232286684204177e-08,3.1249e-05,100.0,1,1,50,-4.681817614451218,4.077907657635047e-07,3.4124e-05,101.25
HUES-MOD,0,4,857,41844,34824463.87334502,0.002085386897706267,30.012007292,59.71875,1,1,8,20,34824463.77527447,0.005057961706321813,0.023492873,124.21875,0,3,300,1e+30,21.47720565510747,0.067867458,113.953125
HUESTIS,1,0,18,498,348244638726.5418,2.3825899475576534e-09,0.30311058300000004,112.0,1,1,21,44,348244638718.7173,0.006443815615589654,0.039115665,120.0625,0,3,75,1e+30,451.9330197346037,0.020348999,111.3125
KSIP,1,0,9,24,0.5757966315603874,6.813625949572411e-07,0.012227917,105.5,1,1,8,31,0.575797289323914,1.752831657486631e-06,0.0050523320000000005,101.9375,1,1,9750,0.5757966427081465,1.8676944946172114e-06,0.252504791,103.0625
LASER,1,0,5,35,2409601.3975558886,6.771131165432372e-09,0.031211667,106.125,1,1,15,68,2409601.325399873,0.00013482811169295047,0.017563416000000002,102.390625,1,1,125,2409600.8223030427,2.274457874368842e-05,0.004787375,102.96875
LISWET1,1,0,13,76,25.00331738776822,6.901371077476997e-07,0.251874583,130.8125,1,1,245,1708,-2500.1553386984506,1.022727959843918e-06,4.209797872999999,133.74933978873239,0,2,95067,-2500.407027407947,6.250751639632047e-06,30.000717374,76.29816429273085
LISWET10,1,0,11,60,25.00187979428847,9.305677984252233e-07,0.193086542,128.3125,1,1,40,209,-2500.9475559784087,2.022948080083225e-06,0.581764581,129.078125,1,1,51075,-2500.948049332299,2.0975045657445887e-06,16.137829166,120.234375
LISWET11,1,0,11,51,24.99927901992214,7.746695325082748e-07,0.191867833,128.109375,1,1,26,147,-2500.749545531532,1.8871541964376854e-06,0.41492162299999996,132.68526785714286,1,1,60150,-2500.7506181897866,2.097722587370439e-06,19.015873331999998,119.90625
LISWET12,1,0,11,42,24.99866550034494,9.520735261136416e-07,0.216289709,130.28125,1,1,175,1701,-2474.07076413204,1.1014314702130688e-06,4.063077665,133.06861413043478,0,2,94620,-2500.751116637684,2.6707556358773233e-06,30.000778999999998,116.875
LISWET2,1,0,15,122,24.997733359825133,7.230734364359902e-08,0.38903491700000004,125.515625,1,1,35,159,-1666.9921263687343,1.1151948283708783e-06,0.44272637400000003,130.39285714285714,1,1,59100,-1666.9924998719473,1.9952038370814768e-06,18.749426999999997,120.140625
LISWET3,1,0,14,95,25.00097090531267,1.4419618893068867e-07,0.299539917,132.21875,1,1,35,158,-1000.258856440592,1.1387214737558093e-06,0.426550082,133.84821428571428,1,1,58475,-1000.259219983006,1.9948545444227144e-06,18.742943041,116.9375
LISWET4,1,0,12,70,24.999696052570926,3.862327187414882e-07,0.226366,131.171875,1,1,34,153,-714.5159808836387,8.190943407866564e-07,0.424911456,133.10714285714286,1,1,58250,-714.5163358241806,1.994810995322854e-06,18.859993915999997,115.078125
LISWET5,1,0,12,72,25.033838159441075,3.8411857783953777e-07,0.22812479200000002,131.53125,1,1,26,126,-15976.16589247832,2.280410738483724e-06,0.375625125,130.25,1,1,17225,-15976.166328700703,3.71137449396743e-06,5.474948916000001,119.875
LISWET6,1,0,13,85,24.995382607283773,2.0796248543691021e-07,0.274074125,135.984375,1,1,37,168,-2162.224350426666,1.2721850906142943e-06,0.466545165,131.44866071428572,1,1,49300,-2162.22474439134,2.097678335396316e-06,15.639225499,119.875
LISWET7,1,0,13,88,25.00243287997273,2.086595427229216e-07,0.286851583,130.3125,1,1,42,199,-2500.2572754359853,1.1797280182765744e-06,0.5495883739999999,131.89756944444446,1,1,60425,-2500.2576853324863,1.9998867851766855e-06,19.119624165999998,120.046875
LISWET8,1,0,12,64,25.00230105933133,3.8753830616223427e-07,0.23738008300000002,130.21875,1,1,34,157,-2500.257240275201,1.1730390148759751e-06,0.44488774799999997,133.79017857142858,1,1,60300,-2500.257730431732,1.999748039837957e-06,19.08455,119.1875
LISWET9,1,0,11,65,25.001748773606323,7.363176301854383e-07,0.218436209,132.671875,1,1,165,1757,-2457.538346494665,1.911732372909935e-06,4.203752665,131.81852678571428,1,1,63375,-2500.2581692637887,1.99995028749158e-06,20.199753958,117.921875
LOTSCHD,1,0,21,561,2398.415891379592,3.902658315380447e-08,0.0018690420000000002,101.65625,1,1,12,28,2398.4157529392673,9.031201145975063e-05,9.699800000000001e-05,100.484375,1,1,175,2398.4143264024315,2.3425836699152044e-05,9.4083e-05,100.984375
MOSARQP1,1,0,30,920,-952.8754355299443,1.3400808594683223e-07,0.327572375,105.59375,1,1,6,32,-952.8754420096203,2.402688714375767e-06,0.012624997999999998,105.25,1,1,575,-952.8754444195737,2.8524315078826135e-06,0.039418583,102.953125
MOSARQP2,1,0,13,122,-1597.4821131642311,3.222459170655804e-07,0.029248667000000002,102.9375,1,1,4,26,-1597.4821192242548,1.5854472007470477e-07,0.004983832,101.796875,1,1,225,-1597.48212021698,1.5547282152059892e-06,0.0114035,102.734375
POWELL20,1,0,22,959,44308311944.05646,9.682091089953098e-07,1.52382325,131.640625,1,1,7261,14571,52089333761.32368,0.00549095710630354,17.368821082,124.60382892491468,0,8,95372,51562860596.40319,0.2041760007382436,30.001007166,118.78125
PRIMAL1,1,0,2,9,-0.035012964779542854,7.312426402242278e-09,0.002023958,102.03125,1,1,3,20,-0.03501296589708461,3.6269811320988055e-08,0.003222415,100.890625,1,1,75,-0.035012964839671486,2.8257352233801436e-07,0.0026419160000000002,100.515625
PRIMAL2,1,0,3,26,-0.03373367620682127,5.5308963461122335e-08,0.007934375,102.828125,1,1,4,24,-0.03373366688588175,3.581849705724949e-08,0.006456832,102.21875,1,1,50,-0.03373367611378219,2.4540057486088784e-11,0.003256624,101.640625
PRIMAL3,1,0,5,37,-0.13575583726706908,2.549265542661338e-08,0.02127225,107.6875,1,1,3,40,-0.13575583686436157,1.237023011801952e-09,0.018556332,105.53125,1,1,75,-0.1357558401184539,2.2411393637688376e-07,0.010008458,102.46875
PRIMAL4,1,0,4,36,-0.7460908415480212,5.306619649259048e-08,0.013777417,106.515625,1,1,3,40,-0.7460908418956492,2.0528589939061703e-09,0.017732041,106.40625,1,1,125,-0.7460908445259042,6.081792901999061e-07,0.011617999,104.3125
PRIMALC1,1,0,16,167,-6155.250825174475,1.3877513314847553e-07,0.0044569580000000004,100.78125,1,1,3,9,-6154.912184040492,0.003514453743364825,0.00046449900000000005,101.140625,0,5,525,-1e+30,769540.8526134107,0.005177457999999999,99.734375
PRIMALC2,1,0,11,117,-3551.3079556469916,8.266470336953182e-07,0.0033956249999999998,101.75,1,1,3,9,-3550.8293719299945,0.004057311198098098,0.000391957,101.1875,0,5,450,-1e+30,667228.8116400382,0.003913374,99.640625
PRIMALC5,1,0,40,1704,-427.23232678360347,9.53881893474662e-07,0.060887584,102.46875,1,1,3,8,-427.17487998058493,0.00027961982302516304,0.000495957,100.25,0,5,75,-1e+30,100.25949776647589,0.001174666,101.578125
PRIMALC8,1,0,19,132,-18309.429788430498,6.048390768064083e-07,0.011102958,103.171875,1,1,3,10,-18307.533508730437,0.004301213834364234,0.001180166,101.234375,0,5,8425,-1e+30,88897.54663647003,0.174763708,102.078125
Q25FV47,1,0,29,891,13744423.087323459,8.249229820049878e-07,7.6088745,151.625,1,1,43,1025,13744444.700920153,0.0007616491640564021,1.977984123,123.18566176470588,1,1,62275,13744447.95562193,0.007276235603095738,13.507941374,116.04680676855895
QADLITTL,1,0,7,71,480313.4394941566,7.249151227274405e-07,0.006258125,101.015625,1,1,12,95,480318.54830195516,0.00022410237715271534,0.0020628309999999998,100.4375,1,1,2300,480319.2200923401,0.002542711479573224,0.0059998329999999996,100.53125
QAFIRO,1,0,380,5528,-1.5907727327149306,5.926957646215905e-08,0.1210895,104.28125,1,1,8,30,-1.5908249185671253,8.953244250444964e-06,0.00023945799999999998,101.03125,1,1,200,-1.590778705452883,5.126268490251995e-07,0.000197374,100.90625
QBANDM,1,0,11,196,16352.350969756517,1.2415219640151785e-07,0.163541417,104.546875,1,1,15,272,16352.341088072659,0.0007075688001139217,0.036536623000000004,101.546875,1,1,19975,16352.342904581357,0.0008218697847599069,0.341720249,100.625
QBEACONF,1,0,14,76,164724.4574323569,8.714061566832474e-07,0.032017125,102.828125,1,1,15,75,164712.06003456528,6.701622215950658e-05,0.00774129,102.0625,1,1,3450,164712.7120890567,0.0024530615756105482,0.044673583,101.578125
QBORE3D,1,0,16,151,3106.695664708581,6.616326339453655e-07,0.102695167,103.296875,1,1,18,113,3100.19301612506,0.0012892896988514512,0.009332623,100.015625,0,8,2983738,3098.233481392288,0.028511324496358664,30.000025707,100.8125
QBRANDY,1,0,8,168,28375.249279531454,6.616192636462969e-07,0.07509675,102.046875,1,1,22,285,28374.63638460621,0.001945293746287535,0.025077665,101.890625,1,1,38875,28375.087710661508,0.0026409966102424105,0.463287874,99.421875
QCAPRI,1,0,55,1472,66773670.47616216,9.899701011181229e-07,0.7933885420000001,104.796875,1,1,42,572,66774754.19874133,0.0058312895549922986,0.066814707,101.09375,0,8,1998007,66783718.001873374,0.007474994256806866,30.000035125,99.625
QE226,1,0,13,281,212.65366063276497,8.597475334257209e-09,0.197220791,103.265625,1,1,8,239,205.54001879393977,6.21412391099696e-06,0.02564729,102.703125,0,8,1799207,205.55097379658278,0.0036187618353063253,30.000047416,100.796875
QETAMACR,1,0,27,635,86760.36931815771,3.981438070037864e-08,0.667837208,109.3125,1,1,27,226,86759.50707193787,0.0002164809951819509,0.145503165,103.828125,1,1,79550,86760.19689898615,9.600514279844242e-06,7.657794207999999,102.046875
QFFFFF80,1,0,22,594,874165.714707369,2.706475191767286e-07,1.543802292,110.984375,1,1,25,266,873049.7026772605,0.04997601957329715,0.105101624,103.546875,1,1,184075,873154.7765432381,0.00567690172720603,10.661196498999999,103.703125
QFORPLAN,1,0,63,1582,7447532365.008513,6.004211500156485e-07,0.712341417,104.71875,1,1,29,428,7456610121.557367,3.3741726541261685,0.056417748000000004,102.203125,0,2,1764909,7456580085.564507,0.0019850482269987424,30.000035749000002,100.40625
QGFRDXPN,1,0,20,562,100790585197.20952,2.650310271988688e-08,0.441037667,104.453125,1,1,27,288,100790586109.21646,0.08347844856781202,0.06459404,102.5,1,1,471650,100790584650.26138,0.06645796910476362,10.749779666,102.875
QGROW15,1,0,311,15020,-101422773.83846405,9.8562050031139e-07,3.812916416,106.140625,1,1,7,482,-101693645.05847943,0.01665695211354342,0.10111579000000001,101.46875,0,8,972485,-101669968.49111016,510.508320372501,30.000075665999997,103.21875
QGROW22,1,0,333,16008,-149241027.24679333,9.985495459033472e-07,6.3522187080000005,111.40625,1,1,9,681,-149628984.6821781,0.03987106818057248,0.209126624,103.0625,0,8,657232,-149570917.82343596,263.9787564545254,30.000104166,102.984375
QGROW7,1,0,176,8184,-42671247.04897122,8.918149293383896e-07,1.015975625,103.203125,1,1,3,108,-42798691.57210706,0.09183740023056722,0.010619164,101.078125,1,1,287975,-42798690.134863466,0.7286203087438526,4.0138053330000005,100.203125
QISRAEL,1,0,13,124,25347841.200299248,8.38715479999833e-08,0.020989583,101.875,1,1,10,97,25347835.380718473,0.13644992155772281,0.004957207,99.71875,1,1,112725,25347838.300993018,0.025961765397206377,1.001082916,102.0
QPCBLEND,1,0,9,41,-0.007847581306159203,6.820098508296611e-07,0.002542417,101.234375,1,1,8,49,-0.007844866628003965,2.3882798576012136e-07,0.001088123,101.40625,1,1,1950,-0.007843196016759858,5.34918253522707e-07,0.006198624,99.109375
QPCBOEI1,1,0,8,77,11503905.303591292,2.960319270299314e-07,0.015514749999999999,103.71875,1,1,27,102,11503910.679773314,0.003241252894387504,0.012626873,101.65625,1,1,14300,11503891.160087863,0.0039194630982813715,0.284842333,101.28125
QPCBOEI2,1,0,259,12065,8171950.998642447,9.944015741576078e-07,0.26985987499999997,104.171875,0,-3,34,109,0.0,13.992618166321689,0.004560332,101.203125,0,3,60125,1e+30,0.07503410917119392,0.37185654100000004,101.609375
QPCSTAIR,1,0,15,195,6204339.703519153,5.368601286655215e-07,0.057053958,102.984375,1,1,58,181,6204387.476040235,0.000102544162646629,0.026978166,100.375,1,1,4075,6204381.081574964,0.0037843810197217354,0.107469791,101.171875
QPILOTNO,1,0,95,3020,4729119.297149488,9.023128788776254e-07,18.946079291,123.625,1,1,35,774,4728586.6461463515,0.026988785253107155,0.9136079159999999,106.83125,0,8,220871,4728871.910412075,0.1890826369853858,30.000179999,103.125
QPTEST,1,0,3,5,4.371875216485173,5.820083406358678e-08,6.0333e-05,101.234375,1,1,3,7,4.371886847690245,2.7713878246806724e-06,2.2166e-05,100.078125,1,1,75,4.371875000034403,2.9616197457533726e-10,2.5916e-05,100.703125
QRECIPE,1,0,6,25,-266.6159177689545,5.566708629457975e-07,0.001358125,101.421875,1,1,4,25,-266.6159285066268,7.975684766456744e-06,0.0009075820000000001,100.21875,1,1,300,-266.61599261419036,1.6118898855665975e-06,0.001507708,100.953125
QSC205,1,0,6,42,-0.005813627848962383,1.9278784055876632e-07,0.006364458,101.71875,1,1,4,34,-0.00581484635058647,7.540817509074015e-07,0.001847708,99.5,1,1,200,-0.0058140237176510364,4.933837852709895e-07,0.001334791,101.546875
QSCAGR25,1,0,9,236,201737955.91139185,1.955141656149135e-07,0.131988875,102.53125,1,1,19,277,201737941.33913258,0.0009258424672788053,0.033201582,102.953125,1,1,21850,201738264.2777991,0.051672416382753196,0.284651457,102.28125
QSCAGR7,1,0,10,177,26865932.35366748,1.8871496844867478e-08,0.01435,101.765625,1,1,11,132,26865927.951936785,0.0014142579177176852,0.004438332,101.59375,0,8,8885950,26865547.662037775,0.26671527639284387,30.000033415999997,100.0625
QSCFXM1,1,0,16,472,16882521.6424145,2.0193542201374595e-07,0.409061709,105.0,1,1,23,258,16882688.43437653,0.004340391451759029,0.03820779,101.296875,1,1,115575,16882696.49698507,0.014107205756822524,2.078912083,100.0625
QSCFXM2,1,0,33,882,27775118.511987086,4.84300461589887e-07,1.796272917,109.1875,1,1,28,378,27776425.100651115,0.008775195521903388,0.119425499,102.46875,1,1,95250,27776246.250413857,0.024187502309732177,3.521424375,102.34375
QSCFXM3,1,0,30,970,30816295.720976558,7.657549533703369e-08,3.211923875,114.671875,1,1,30,470,30816493.04110246,0.0006405880321886557,0.21790904,104.59375,1,1,71025,30816462.261566896,0.020182761338905758,3.982297333,101.453125
QSCORPIO,1,0,14,70,1880.5095533861252,1.2124543186524493e-09,0.056948250000000006,103.578125,0,-3,7,75,0.0,0.00017328598395983247,0.007889249000000001,101.9375,0,8,2883888,1880.3752131258798,0.017100415786900136,30.000036041,99.53125
QSCRS8,1,0,18,397,904.5607136545902,1.1563679859507833e-07,0.5171918329999999,106.140625,1,1,8,270,904.5602850558504,0.0013738382157267596,0.072131415,103.203125,1,1,158175,904.5657725260388,0.005186395555067505,4.586742082,101.109375
QSCSD1,1,0,11,57,8.666666685384097,3.615008539029425e-10,0.051836708,102.3125,1,1,6,99,8.666665230088045,3.33997922985853e-06,0.013987915,102.6875,1,1,1575,8.66666556102771,1.7987164676989734e-06,0.026961125,101.71875
QSCSD6,1,0,10,113,50.80820980419207,8.022503155337056e-07,0.210587958,104.625,1,1,9,243,50.80822113364923,1.1099593639708673e-06,0.064650916,102.90625,1,1,15675,50.80821380503227,5.469556267813159e-06,0.474909458,104.25
