name,ssn_solved,ssn_status,pmm_iter,ssn_iter,ssn_obj,pmm_tol_achieved,ssn_time,ssn_avg_ram_mb,qpalm_solved,qpalm_status,qpalm_iter,qpalm_inner_iter,qpalm_obj,qpalm_tol_achieved,qpalm_time,qpalm_avg_ram_mb,osqp_solved,osqp_status,osqp_iter,osqp_obj,osqp_tol_achieved,osqp_time,osqp_avg_ram_mb
PRIMAL4,1,0,4,26,-0.7460908520567884,3.8512643589817315e-08,0.011835542000000001,105.390625,1,1,3,40,-0.7460908418956492,2.0528589939061703e-09,0.017644999,104.609375,,,,,,,
PRIMALC1,1,0,50,804,-6155.251848580079,7.986131042956049e-07,0.018181000000000003,101.84375,1,1,3,9,-6154.912184040492,0.003514453743364825,0.000465873,100.078125,,,,,,,
PRIMALC2,1,0,40,618,-3551.312759542475,6.411971752116016e-07,0.013434,101.265625,1,1,3,9,-3550.8293719299945,0.004057311198098098,0.000385206,99.5625,,,,,,,
PRIMALC5,1,0,48,833,-427.2476926290541,8.161029142279946e-07,0.038608583,103.3125,1,1,3,8,-427.17487998058493,0.00027961982302516304,0.000495915,100.859375,,,,,,,
PRIMALC8,1,0,117,2106,-18309.43039250202,9.709950721795187e-07,0.12634916699999998,103.25,1,1,3,10,-18307.533508730437,0.004301213834364234,0.001214498,101.625,,,,,,,
Q25FV47,0,4,1455,11510,13742945.971066939,3.635531936443693e-05,30.015656749999998,119.09375,1,1,43,1025,13744444.700920153,0.0007616491640564021,1.9791275,124.84505208333333,,,,,,,
QADLITTL,1,0,1211,23510,480311.2275233298,9.994295139304211e-07,0.43759712500000003,101.71875,1,1,12,95,480318.54830195516,0.00022410237715271534,0.002064999,99.40625,,,,,,,
QAFIRO,1,0,9,119,-1.5908415763804942,1.9026088847902297e-07,0.0025175420000000002,100.671875,1,1,8,30,-1.5908249185671253,8.953244250444964e-06,0.000248374,100.03125,,,,,,,
QBANDM,0,4,22664,448698,16352.3581148299,1.245392671900494e-06,30.000298708,103.953125,1,1,15,272,16352.341088072659,0.0007075688001139217,0.036644083,101.125,,,,,,,
QBEACONF,1,0,4298,58046,164724.4786621447,7.296621003386711e-07,3.618666084,103.125,1,1,15,75,164712.06003456528,6.701622215950658e-05,0.007711832,100.796875,,,,,,,
QBORE3D,0,4,10479,208827,3125.75507763151,2.6337102996237e-05,30.00212875,103.359375,1,1,18,113,3100.19301612506,0.0012892896988514512,0.009916248,100.5625,,,,,,,
QBRANDY,1,0,2197,41388,28375.050928198594,9.776105167648835e-07,15.0447945,105.09375,1,1,22,285,28374.63638460621,0.001945293746287535,0.025599749,101.578125,,,,,,,
QCAPRI,0,4,13657,81975,54814133.33723074,0.00046171840715737315,30.00208425,58.703125,1,1,42,572,66774754.19874133,0.0058312895549922986,0.070776373,102.546875,,,,,,,
QE226,1,0,55,470,212.65392267192553,3.1786251773245717e-07,0.15568525,103.21875,1,1,8,239,205.54001879393977,6.21412391099696e-06,0.025672415,102.09375,,,,,,,
QETAMACR,0,4,12481,54483,86553.51262213358,0.00035407607467931947,30.000949166999998,42.578125,1,1,27,226,86759.50707193787,0.0002164809951819509,0.148981416,105.3046875,,,,,,,
QFFFFF80,0,4,3267,34325,878422.9074014174,8.80937133813854e-06,30.001695834,35.640625,1,1,25,266,873049.7026772605,0.04997601957329715,0.106515498,103.4375,,,,,,,
QFORPLAN,0,4,12922,76259,6632796376.488323,8.379229461437794e-05,30.000594291000002,71.625,1,1,29,428,7456610121.557367,3.3741726541261685,0.058612915,102.03125,,,,,,,
QGFRDXPN,0,4,31823,107978,100790584899.56041,1.1983667469178197e-05,30.000693041999998,15.28125,1,1,27,288,100790586109.21646,0.08347844856781202,0.065274123,102.28125,,,,,,,
QGROW15,0,4,29338,379231,-101422623.70926572,6.514945617296687e-06,30.000047374999998,71.953125,1,1,7,482,-101693645.05847943,0.01665695211354342,0.102005791,102.046875,,,,,,,
QGROW22,0,4,19062,236281,-149240314.2028256,1.126866386157587e-05,30.000813834000002,83.65625,1,1,9,681,-149628984.6821781,0.03987106818057248,0.22375724900000002,102.953125,,,,,,,
QGROW7,0,4,68234,794741,-42671239.32544013,2.317021343978961e-06,30.000130249999998,78.125,1,1,3,108,-42798691.57210706,0.09183740023056722,0.010665249,101.421875,,,,,,,
QISRAEL,0,4,16046,303648,25348076.77842396,1.0472238823450754e-05,30.001140417,63.15625,1,1,10,97,25347835.380718473,0.13644992155772281,0.004984791,101.109375,,,,,,,
QPCBLEND,1,0,22,181,-0.007845762354507064,5.047268469092873e-07,0.006202208,101.703125,1,1,8,49,-0.007844866628003965,2.3882798576012136e-07,0.001094041,100.625,,,,,,,
QPCBOEI1,1,0,263,4864,11503744.46522322,9.999391804111898e-07,0.872896792,102.9375,1,1,27,102,11503910.679773314,0.003241252894387504,0.012682874,103.21875,,,,,,,
QPCBOEI2,0,4,48238,832484,8167665.052313916,0.0003805020145018191,30.000173709,67.328125,0,-3,34,109,0.0,13.992618166321689,0.004563124,100.703125,,,,,,,
QPCSTAIR,1,0,132,1670,6204310.574565467,8.748304358204921e-07,0.24023650000000002,103.0,1,1,58,181,6204387.476040235,0.000102544162646629,0.027221749,102.515625,,,,,,,
QPILOTNO,0,4,2555,14845,4730851.296608178,3.0053597303706982e-05,30.003407375,89.21875,1,1,35,774,4728586.6461463515,0.026988785253107155,0.92117925,106.5634765625,,,,,,,
QPTEST,1,0,7,13,4.371875412224686,2.997434874229374e-08,0.000119125,100.6875,1,1,3,7,4.371886847690245,2.7713878246806724e-06,2.1541e-05,101.234375,,,,,,,
QRECIPE,1,0,17,171,-266.6159035592287,1.8198361677279197e-07,0.00415975,101.96875,1,1,4,25,-266.6159285066268,7.975684766456744e-06,0.000961665,99.65625,,,,,,,
QSC205,1,0,14,148,-0.005812708302640307,6.139037214624171e-07,0.011983042,102.4375,1,1,4,34,-0.00581484635058647,7.540817509074015e-07,0.001871791,101.046875,,,,,,,
QSCAGR25,0,4,12882,256980,201742482.66731992,7.953773228500232e-06,30.006481792,105.453125,1,1,19,277,201737941.33913258,0.0009258424672788053,0.033275375,100.828125,,,,,,,
QSCAGR7,0,4,16546,329082,26858315.634311844,3.451124820393781e-05,30.001683874999998,59.59375,1,1,11,132,26865927.951936785,0.0014142579177176852,0.004475166,101.078125,,,,,,,
QSCFXM1,0,4,5423,65217,16879714.45459368,1.8253894117968822e-06,30.000370042,28.421875,1,1,23,258,16882688.43437653,0.004340391451759029,0.038317791000000004,101.140625,,,,,,,
QSCFXM2,0,4,2972,29613,27709042.309654664,4.511904530133726e-05,30.0052345,34.53125,1,1,28,378,27776425.100651115,0.008775195521903388,0.120663081,103.171875,,,,,,,
QSCFXM3,0,4,2453,26228,30556617.037647367,9.234099292179594e-05,30.007138625,43.375,1,1,30,470,30816493.04110246,0.0006405880321886557,0.22376516500000002,105.578125,,,,,,,
QSCORPIO,1,0,1818,7315,1880.5083411562284,5.229457732158082e-07,1.3779403339999998,103.875,0,-3,7,75,0.0,0.00017328598395983247,0.008038706999999999,102.609375,,,,,,,
QSCRS8,1,0,232,1774,904.5665809589325,9.146197163154506e-07,0.86418425,106.28125,1,1,8,270,904.5602850558504,0.0013738382157267596,0.07245658199999999,102.0,,,,,,,
QSCSD1,1,0,12,116,8.666828609827178,9.046026166387134e-07,0.041594458,102.5625,1,1,6,99,8.666665230088045,3.33997922985853e-06,0.01414729,102.5,,,,,,,
QSCSD6,1,0,123,1129,50.80818311274174,6.991753143847333e-07,0.375491541,106.625,1,1,9,243,50.80822113364923,1.1099593639708673e-06,0.064733499,102.5625,,,,,,,
QSCSD8,1,0,23,342,940.76336264402,8.650339138598607e-07,0.5872228340000001,116.515625,1,1,12,339,940.7635540182777,8.752796785889318e-06,0.201378998,107.796875,,,,,,,
QSCTAP1,1,0,29,319,1415.8608878405134,6.784958678615695e-08,0.10633675,104.546875,1,1,12,239,1415.861124962817,2.9114184232007223e-05,0.027355207,102.796875,,,,,,,
QSCTAP2,1,0,11,128,1735.0265065623917,8.466993300120297e-08,0.22143825,110.359375,1,1,10,143,1735.0261569985635,2.8957460531203695e-05,0.076201873,104.984375,,,,,,,
QSCTAP3,1,0,17,270,1438.754543536441,8.088522728773506e-07,0.364238916,113.4375,1,1,11,139,1438.7545745753218,2.6928572415298816e-05,0.105977873,107.828125,,,,,,,
QSEBA,0,4,6324,50006,60979649.616370715,0.034262658211796526,30.006594834,77.015625,1,1,22,128,81480256.47216193,0.004592584274071839,0.028268248,102.375,,,,,,,
QSHARE1B,0,4,98134,662184,726727.5178548557,4.869571193518146e-06,30.000478708,78.09375,1,1,40,423,720078.2814725242,0.002798934008784936,0.021717374,100.921875,,,,,,,
QSHARE2B,1,0,6045,118644,11702.868477650676,9.995418443398979e-07,2.091331792,102.875,1,1,15,153,11703.660116057361,0.00018864949127282254,0.00410429,99.6875,,,,,,,
QSHELL,0,4,5912,22405,1570475506709.4321,0.6331733434016638,30.000888875,121.453125,1,1,22,386,1572636841659.7815,0.02231442018159016,0.46588754,115.6171875,,,,,,,
QSHIP04L,1,0,1813,7083,2420004.789978636,9.869941844138411e-07,5.148127875,111.09375,1,1,15,364,2420014.8340989184,4.021577084145633e-05,0.143127791,105.328125,,,,,,,
QSHIP04S,0,4,5753,38916,2424962.390344803,1.9938760286578722e-06,30.002506833,72.71875,1,1,13,328,2424993.554990882,2.4366094161054137e-05,0.092662915,102.46875,,,,,,,
QSHIP08L,0,4,1531,6483,2375879.4790863898,0.00035001236909659446,30.010272417,93.25,1,1,14,369,2376040.636811156,6.0489658302303074e-05,0.8149300820000001,122.60104166666666,,,,,,,
QSHIP08S,0,4,1956,5442,2385682.73101011,0.0006115121884371149,30.022881666000004,80.203125,1,1,12,292,2385728.4352404317,0.007241172962341476,0.231292041,110.19921875,,,,,,,
QSHIP12L,0,4,809,3953,3012361.2367178192,0.0021491634912779592,30.020957375000002,69.421875,1,1,17,454,3018876.5267719775,0.005635940340648376,1.578482624,135.05657327586206,,,,,,,
QSHIP12S,0,4,3176,12052,3055641.2026434103,0.0008771347976073016,30.003957665999998,94.421875,1,1,15,368,3056961.570086856,0.0006470912997175018,0.33114925,113.75,,,,,,,
QSIERRA,1,0,104,696,23750468.707813937,8.986522934908464e-07,0.76161175,110.234375,1,1,88,371,23750486.066666275,0.06178104068398553,0.14474983300000002,105.75,,,,,,,
QSTAIR,0,4,14882,64640,7985009.258273362,0.00021718306000403725,30.000603667,107.546875,1,1,38,297,7985452.718992157,1.3849824641165885e-05,0.08464804100000001,102.09375,,,,,,,
QSTANDAT,1,0,20,157,6411.8434687754,5.566427767653275e-07,0.12121841700000001,105.234375,1,1,7,36,6411.832555866471,6.350490132960596e-05,0.008230415000000001,103.9375,,,,,,,
S268,1,0,17,131,-1.2374730431474745e-06,5.418963121583937e-07,0.0006440829999999999,101.203125,1,1,5,7,-14462.99960512596,0.006628919754078942,2.6957e-05,101.921875,,,,,,,
STADAT1,0,4,1172,19077,-5522661.385884294,0.00034742631846734464,30.026212833000002,96.15625,1,1,146,1104,-28526860.722362,0.0018837299556659756,0.89942104,110.3544921875,,,,,,,
STADAT2,0,4,2010,36676,-6.8669892652250235,0.0011117337184742213,30.000440083,61.0,1,1,12,447,-32.62666092617278,2.527886953892933e-07,0.311997457,109.34375,,,,,,,
STADAT3,0,4,1014,18639,-0.8320364945081521,0.00024158315477803487,30.028643208000002,126.421875,1,1,17,616,-35.779460263322335,8.142825919142322e-07,0.925480707,117.3662109375,,,,,,,
STCQP1,1,0,24,380,155142.94859145832,7.89097869305975e-07,0.956682917,184.5,1,1,20,47,155143.55088111933,8.890638437009102e-06,0.12899020600000002,119.484375,,,,,,,
STCQP2,1,0,29,460,22327.293078939692,9.6937980869755e-07,1.4235360840000002,166.828125,1,1,18,40,22327.31294054062,1.2142553008853696e-05,0.223652957,123.296875,,,,,,,
TAME,1,0,3,4,3.7253854596686006e-09,1.0832962280546122e-07,6.7916e-05,101.40625,1,1,2,4,2.6937728588081415e-24,4.999989654767496e-08,2.0832e-05,101.734375,,,,,,,
UBH1,0,4,1044,18765,3.2812533250879823,4.903893705206056e-06,30.002221792,76.109375,1,1,100,200,1.6168367627172242,0.0013663956279711198,0.5321029150000001,145.84895833333334,,,,,,,
VALUES,1,0,17,198,-1.1791525136041903,7.478799152569114e-07,0.010981083999999999,102.53125,1,1,4,38,-1.3966207845262746,5.339817355001143e-07,0.002453915,103.40625,,,,,,,
YAO,1,0,1364,22139,5.7558829144985,9.991694364790757e-07,19.850421834000002,33.359375,1,1,698,5734,-167.1496076128745,1.0185246062815364e-06,2.201100999,105.92734375,,,,,,,
ZECEVIC2,1,0,5,8,-4.125000280062697,2.6885754181342365e-07,7.274999999999999e-05,100.03125,1,1,2,5,-4.125000000185003,1.0000640716285725e-08,2.0248e-05,100.25,,,,,,,
