name,ssn_solved,ssn_status,pmm_iter,ssn_iter,ssn_obj,pmm_tol_achieved,ssn_time,qpalm_solved,qpalm_status,qpalm_iter,qpalm_inner_iter,qpalm_obj,qpalm_tol_achieved,qpalm_time,osqp_solved,osqp_status,osqp_iter,osqp_obj,osqp_tol_achieved,osqp_time
HS76,1,0,11,23,-4.681818184735377,8.367703723051298e-07,0.000232333,1,1,4,11,-4.6818181901781415,1.8232286684204177e-08,3.604e-05,1,1,50,-4.681817614451218,4.077907657635047e-07,2.7458e-05
HUES-MOD,1,0,19,369,34824463.873345554,5.705851850157526e-07,0.281271459,1,1,8,20,34824463.77527447,0.005057961706321813,0.024058082,0,3,300,1e+30,21.47720565510747,0.069666708
HUESTIS,1,0,4,13,348244635949.9313,1.0847143084387716e-07,0.013984583,1,1,21,44,348244638718.7173,0.006443815615589654,0.039716373,0,3,75,1e+30,451.9330197346037,0.020682875000000003
KSIP,1,0,20,35,0.5757963645404962,8.200466114190688e-07,0.016342709,1,1,8,31,0.575797289323914,1.752831657486631e-06,0.004939499,1,1,9750,0.5757966427081465,1.8676944946172114e-06,0.267462583
LASER,1,0,7,33,2409601.32975583,1.5227434415018866e-07,0.047175,1,1,15,68,2409601.325399873,0.00013482811169295047,0.019161999000000002,1,1,125,2409600.8223030427,2.274457874368842e-05,0.004780874
LISWET1,1,0,32,87,25.003325130696794,8.090327653909333e-07,0.372665542,1,1,245,1708,25.254661301549277,1.022727959843918e-06,4.445128123,0,2,186100,25.003960342872233,3.6087006872630295e-06,60.000614041
LISWET10,1,0,28,81,25.001940288847436,9.327541988233846e-07,0.28124012499999995,1,1,40,209,25.002444021591145,2.022948080083225e-06,0.596590124,1,1,51075,25.00195066770084,2.0975045657445887e-06,16.406787583
LISWET11,1,0,29,74,24.999385646742212,8.248245122967655e-07,0.305698541,1,1,26,147,25.00045446846798,1.8871541964376854e-06,0.423998166,1,1,60150,24.999381810213436,2.097722587370439e-06,19.463019498999998
LISWET12,1,0,30,66,24.998851794370694,9.738203556528383e-07,0.35272291699999997,1,1,175,1701,51.67923586795996,1.1014314702130688e-06,4.309920374,0,2,185230,24.99922207337977,1.9546655815818304e-06,60.000792041
LISWET2,1,0,28,86,24.99748533362481,9.097797893000057e-07,0.293823709,1,1,35,159,24.997873631265747,1.1151948283708783e-06,0.46999595699999996,1,1,59100,24.997500128052707,1.9952038370814768e-06,19.050372833
LISWET3,1,0,28,86,25.00076672796149,9.040064484615597e-07,0.29895012499999996,1,1,35,158,25.00114355940798,1.1387214737558093e-06,0.432446832,1,1,58475,25.000780016993986,1.9948545444227144e-06,18.7224285
LISWET4,1,0,28,83,24.999651499863944,9.053233678830792e-07,0.30040270799999996,1,1,34,153,25.000019116361273,8.190943407866564e-07,0.428670332,1,1,58250,24.999664175819362,1.994810995322854e-06,18.800194541
LISWET5,1,0,28,85,25.033793500469983,9.024983192082951e-07,0.328351042,1,1,26,126,25.0341075216802,2.280410738483724e-06,0.38712729,1,1,17225,25.033671299297566,3.71137449396743e-06,5.602270707
LISWET6,1,0,28,82,24.995250307358674,9.088082089430771e-07,0.28264866699999996,1,1,37,168,24.995649573333594,1.2721850906142943e-06,0.51129304,1,1,49300,24.99525560865959,2.097678335396316e-06,15.977451875
LISWET7,1,0,28,81,25.00230020311028,9.102268501699229e-07,0.30905275,1,1,42,199,25.002724564014898,1.1797280182765744e-06,0.56182679,1,1,60425,25.00231466751393,1.9998867851766855e-06,19.368917916
LISWET8,1,0,28,84,25.002256066516566,9.080641713218354e-07,0.32756825100000003,1,1,34,157,25.002759724799034,1.1730390148759751e-06,0.471045791,1,1,60300,25.002269568268275,1.999748039837957e-06,19.412836749
LISWET9,1,0,28,74,25.00180979124889,9.357239892555147e-07,0.30059037499999997,1,1,165,1757,67.72165350533533,1.911732372909935e-06,4.221428583,1,1,63375,25.00183073621156,1.99995028749158e-06,20.519870083
LOTSCHD,1,0,6,23,2398.415817196786,6.242421128006843e-07,0.000256208,1,1,12,28,2398.4157529392673,9.031201145975063e-05,0.000105541,1,1,175,2398.4143264024315,2.3425836699152044e-05,9.4e-05
MOSARQP1,1,0,11,58,-952.8754425058366,6.767319420971565e-07,0.058809499,1,1,6,32,-952.8754420096203,2.402688714375767e-06,0.012679873,1,1,575,-952.8754444195737,2.8524315078826135e-06,0.040324833
MOSARQP2,1,0,7,23,-1597.4821159166195,6.868234229048338e-07,0.011334374,1,1,4,26,-1597.4821192242548,1.5854472007470477e-07,0.0051059569999999995,1,1,225,-1597.48212021698,1.5547282152059892e-06,0.011840248999999999
POWELL20,1,0,47,1823,44280732996.00203,9.896691017013853e-07,2.352675917,1,1,7261,14571,52089333761.32368,0.00549095710630354,17.744728832,0,8,189101,52033479464.16196,0.02133554325610021,60.000859541
PRIMAL1,1,0,2,8,-0.03501321604363836,8.278544389785216e-07,0.002353,1,1,3,20,-0.03501296589708461,3.6269811320988055e-08,0.003354999,1,1,75,-0.035012964839671486,2.8257352233801436e-07,0.002645249
PRIMAL2,1,0,4,26,-0.033733676227494236,6.3524510099975376e-09,0.009736458,1,1,4,24,-0.03373366688588175,3.581849705724949e-08,0.00661904,1,1,50,-0.03373367611378219,2.4540057486088784e-11,0.003222708
PRIMAL3,1,0,5,37,-0.135755692022744,9.789809208555894e-07,0.023984083,1,1,3,40,-0.13575583686436157,1.237023011801952e-09,0.018929374000000002,1,1,75,-0.1357558401184539,2.2411393637688376e-07,0.010252749
PRIMAL4,1,0,4,35,-0.7460908468880325,1.1114655844394128e-08,0.016964501,1,1,3,40,-0.7460908418956492,2.0528589939061703e-09,0.01795779,1,1,125,-0.7460908445259042,6.081792901999061e-07,0.011564041
PRIMALC1,1,0,2,8,-6157.54122344392,1.1426418771198643e-07,0.000455209,1,1,3,9,-6154.912184040492,0.003514453743364825,0.00045874800000000003,0,5,525,-1e+30,769540.8526134107,0.005305749
PRIMALC2,1,0,2,10,-3552.8568933815304,7.207614950215411e-07,0.000516125,1,1,3,9,-3550.8293719299945,0.004057311198098098,0.00039591500000000005,0,5,450,-1e+30,667228.8116400382,0.003928833
PRIMALC5,1,0,3,9,-427.12413134327824,4.7117710064972655e-07,0.0006669579999999999,1,1,3,8,-427.17487998058493,0.00027961982302516304,0.000512998,0,5,75,-1e+30,100.25949776647589,0.001125041
PRIMALC8,1,0,2,12,-18323.28325477105,4.6728558917750315e-07,0.001419292,1,1,3,10,-18307.533508730437,0.004301213834364234,0.001186999,0,5,8425,-1e+30,88897.54663647003,0.175453625
Q25FV47,0,4,379,10973,13744044.35995752,1.348521434167462e-05,60.076186417,1,1,43,1025,13744444.700920153,0.0007616491640564021,2.009519498,1,1,62275,13744447.95562193,0.007276235603095738,13.874457374
QADLITTL,1,0,17,137,480315.1062780387,5.749249185826519e-07,0.012624708,1,1,12,95,480318.54830195516,0.00022410237715271534,0.0021391229999999997,1,1,2300,480319.2200923401,0.002542711479573224,0.006124208000000001
QAFIRO,1,0,10,30,-1.5907818871958692,1.757256100631821e-07,0.000933916,1,1,8,30,-1.5908249185671253,8.953244250444964e-06,0.00025112400000000003,1,1,200,-1.590778705452883,5.126268490251995e-07,0.000198249
QBANDM,1,0,18,249,16352.33978440937,8.605811793525273e-07,0.255646667,1,1,15,272,16352.341088072659,0.0007075688001139217,0.037379706,1,1,19975,16352.342904581357,0.0008218697847599069,0.34942545799999997
QBEACONF,1,0,6,93,164711.5094859137,2.761971556836301e-07,0.052723166999999994,1,1,15,75,164712.06003456528,6.701622215950658e-05,0.007751207,1,1,3450,164712.7120890567,0.0024530615756105482,0.045615499000000004
QBORE3D,1,0,9,71,3100.2007899983996,7.875983631339192e-08,0.051782958,1,1,18,113,3100.19301612506,0.0012892896988514512,0.009420332,0,8,5906364,3100.578793978539,0.02012999093233573,60.000061998999996
QBRANDY,1,0,17,215,28375.06378838145,5.708833706888178e-07,0.108918167,1,1,22,285,28374.63638460621,0.001945293746287535,0.025334290000000002,1,1,38875,28375.087710661508,0.0026409966102424105,0.491970666
QCAPRI,0,2,3556,120026,66526615.62928701,1.833133919456469e-05,56.16894425,1,1,42,572,66774754.19874133,0.0058312895549922986,0.06836853999999999,1,1,3191800,66793180.31791784,0.014573435183170199,48.326921833
QE226,1,0,28,335,212.65318512152962,2.702901500776043e-07,0.255563375,1,1,8,239,212.65301879393976,6.21412391099696e-06,0.026113957,0,8,3474085,212.63025669944093,0.0071409161109634006,60.000042958
QETAMACR,0,-2,125,5116,1e+20,1e+20,3.755660208,1,1,27,226,86759.50707193787,0.0002164809951819509,0.14848662399999998,1,1,79550,86760.19689898615,9.600514279844242e-06,7.9429135
QFFFFF80,1,0,18,322,872968.2735916165,8.301531333110809e-07,0.7532709169999999,1,1,25,266,873049.7026772605,0.04997601957329715,0.10650633200000001,1,1,184075,873154.7765432381,0.00567690172720603,11.053383124
QFORPLAN,0,-2,320,13450,1e+20,1e+20,5.371924250999999,1,1,29,428,7456610121.557367,3.3741726541261685,0.058142789,1,1,2857200,7456616554.048579,0.0002534990366029888,48.865517083
QGFRDXPN,1,0,1459,70596,100790584871.19142,8.749851682166949e-07,16.379193584,1,1,27,288,100790586109.21646,0.08347844856781202,0.065523707,1,1,471650,100790584650.26138,0.06645796910476362,11.243022833
QGROW15,1,0,352,16653,-101693640.46857189,5.885459638138534e-07,7.759804916,1,1,7,482,-101693645.05847943,0.01665695211354342,0.102956166,0,8,1892508,-101692795.37196095,58.51020014155459,60.000054041
QGROW22,1,0,307,14469,-149628953.46877605,5.003527381602629e-07,11.564262291,1,1,9,681,-149628984.6821781,0.03987106818057248,0.21271441500000002,0,8,1290490,-149634602.0949403,213.3915684219921,60.000106666
QGROW7,1,0,56,2048,-42798713.87231361,9.998483485066873e-07,0.417254458,1,1,3,108,-42798691.57210706,0.09183740023056722,0.010745583,1,1,287975,-42798690.134863466,0.7286203087438526,4.175398832
QISRAEL,1,0,13,117,25347835.817137193,7.01576427058602e-07,0.024536709,1,1,10,97,25347835.380718473,0.13644992155772281,0.005055458,1,1,112725,25347838.300993018,0.025961765397206377,1.046207624
QPCBLEND,1,0,21,127,-0.007843997487173082,4.097791479557703e-07,0.00464575,1,1,8,49,-0.007844866628003965,2.3882798576012136e-07,0.001127082,1,1,1950,-0.007843196016759858,5.34918253522707e-07,0.006570207
QPCBOEI1,1,0,15,293,11503803.125413125,4.353579061352496e-07,0.029196166,1,1,27,102,11503910.679773314,0.003241252894387504,0.012579541,1,1,14300,11503891.160087863,0.0039194630982813715,0.291312916
QPCBOEI2,0,2,2442,120034,8116003.82654136,0.00977268385922512,2.532320749,0,-3,34,109,0.0,13.992618166321689,0.004558207,0,3,60125,1e+30,0.07503410917119392,0.378686958
QPCSTAIR,1,0,108,4573,6204263.468321141,9.633917445348357e-07,0.334681334,1,1,58,181,6204387.476040235,0.000102544162646629,0.027560249,1,1,4075,6204381.081574964,0.0037843810197217354,0.112647124
QPILOTNO,0,4,471,22800,4728370.635107706,0.010285333653399063,60.008533541000006,1,1,35,774,4728586.6461463515,0.026988785253107155,0.991443332,0,8,440086,4728104.687068229,0.04450190749447961,60.000141958
QPTEST,1,0,4,5,4.371867836367683,5.924508988384808e-07,0.000101042,1,1,3,7,4.371886847690245,2.7713878246806724e-06,1.975e-05,1,1,75,4.371875000034403,2.9616197457533726e-10,2.4499e-05
QRECIPE,1,0,3,28,-266.6160004237644,1.212150746500037e-07,0.002560834,1,1,4,25,-266.6159285066268,7.975684766456744e-06,0.000899541,1,1,300,-266.61599261419036,1.6118898855665975e-06,0.001516999
QSC205,1,0,7,57,-0.005814069335512302,4.7972016023437295e-08,0.008792165999999999,1,1,4,34,-0.00581484635058647,7.540817509074015e-07,0.001875748,1,1,200,-0.0058140237176510364,4.933837852709895e-07,0.0013939159999999998
QSCAGR25,1,0,33,929,201737677.9139546,6.544664533812097e-07,0.633246376,1,1,19,277,201737941.33913258,0.0009258424672788053,0.033664915999999996,1,1,21850,201738264.2777991,0.051672416382753196,0.29379541600000003
QSCAGR7,1,0,26,646,26865590.90485552,3.233284292932202e-07,0.09094387500000001,1,1,11,132,26865927.951936785,0.0014142579177176852,0.00444104,0,8,17485955,26869782.66748298,0.42041932783301084,60.000031123999996
QSCFXM1,1,0,45,786,16881219.62881069,8.294620463077931e-07,0.71401175,1,1,23,258,16882688.43437653,0.004340391451759029,0.039122998000000006,1,1,115575,16882696.49698507,0.014107205756822524,2.265138791
QSCFXM2,1,0,110,2732,27774429.20306105,6.867242703230282e-07,4.497384791999999,1,1,28,378,27776425.100651115,0.008775195521903388,0.119906499,1,1,95250,27776246.250413857,0.024187502309732177,3.7134277069999997
QSCFXM3,1,0,127,2681,30813937.66800435,8.719449183544732e-07,7.944128292,1,1,30,470,30816493.04110246,0.0006405880321886557,0.21994749900000002,1,1,71025,30816462.261566896,0.020182761338905758,4.209395291000001
QSCORPIO,1,0,33,139,1880.5095529759458,2.2750215637705184e-11,0.092687167,0,-3,7,75,0.0,0.00017328598395983247,0.007948666,0,8,5678718,1880.2207518244118,0.03608126782016543,60.000034374
QSCRS8,1,0,53,1165,904.5577959654208,6.022176674950605e-07,1.559159583,1,1,8,270,904.5602850558504,0.0013738382157267596,0.076310916,1,1,158175,904.5657725260388,0.005186395555067505,4.897849999
QSCSD1,1,0,8,41,8.666639279869118,8.465962356502241e-07,0.040343041999999996,1,1,6,99,8.666665230088045,3.33997922985853e-06,0.014269457000000001,1,1,1575,8.66666556102771,1.7987164676989734e-06,0.027064541
QSCSD6,1,0,25,232,50.80819370119906,3.85819936621038e-07,0.33661816699999997,1,1,9,243,50.80822113364923,1.1099593639708673e-06,0.065653499,1,1,15675,50.80821380503227,5.469556267813159e-06,0.491798666
QSCSD8,1,0,13,254,940.7634195014664,5.028540900638804e-07,1.396347541,1,1,12,339,940.7635540182777,8.752796785889318e-06,0.204142249,1,1,1550,940.7629281336145,1.2235484527696037e-05,0.107723749
QSCTAP1,1,0,24,357,1415.8611078010017,2.6108147580642927e-08,0.232783542,1,1,12,239,1415.861124962817,2.9114184232007223e-05,0.027419831999999998,0,8,4422715,1416.1663658382079,0.086545702004317,60.000045083
QSCTAP2,1,0,10,169,1735.0264873494905,4.023804211187025e-08,0.540567708,1,1,10,143,1735.0261569985635,2.8957460531203695e-05,0.08032937400000001,0,8,917380,1735.1633695021294,0.023934719012587438,60.000170874000005
QSCTAP3,1,0,15,191,1438.754621298161,6.292344883787658e-07,0.932169041,1,1,11,139,1438.7545745753218,2.6928572415298816e-05,0.107446707,0,8,735940,1438.4891012295463,0.0064650286021283865,60.000277581999995
QSEBA,1,0,913,44218,81481193.65135668,9.329138036834023e-07,24.541457459,1,1,22,128,81480256.47216193,0.004592584274071839,0.028661581,1,1,241875,81481644.97525421,0.0010000251740480855,6.37145175
QSHARE1B,1,0,24,359,720786.5868762239,9.064016803046431e-07,0.054587959000000005,1,1,40,423,720078.2814725242,0.002798934008784936,0.022174582,1,1,99700,720090.2644355464,0.8546633189369148,0.694922291
QSHARE2B,0,-2,23,749,1e+20,1e+20,0.06577525,1,1,15,153,11703.660116057361,0.00018864949127282254,0.004060123,0,8,15708054,11703.7163252409,0.009771387822271212,60.000008207
QSHELL,0,4,374,15812,1452578912865.13,0.9870648833591976,60.066942208,1,1,22,386,1572636841659.7815,0.02231442018159016,0.470323498,1,1,5625,1572637556845.2632,4.2671338808273225,0.7636906240000001
QSHIP04L,1,0,34,401,2420015.2596859466,1.9763568855882746e-08,0.9803217919999999,1,1,15,364,2420014.8340989184,4.021577084145633e-05,0.146383916,1,1,5525,2420015.7196363537,0.0011891950273153762,0.257363999
QSHIP04S,1,0,30,314,2424991.2385918004,1.5959955598594426e-07,0.534142292,1,1,13,328,2424993.554990882,2.4366094161054137e-05,0.09465145800000001,1,1,2550,2424994.394322844,0.007302436732150363,0.082964416
QSHIP08L,1,0,75,3022,2376038.1053752243,9.172942872745589e-07,9.221280166,1,1,14,369,2376040.636811156,6.0489658302303074e-05,0.858213624,1,1,8500,2376040.8346574446,0.001044147238153936,2.883020499
QSHIP08S,1,0,28,285,2385727.607203643,1.4900140220975455e-07,2.261611083,1,1,12,292,2385728.4352404317,0.007241172962341476,0.232275165,1,1,4200,2385727.988467625,0.003985216592450285,0.45974966599999995
QSHIP12L,1,0,58,934,3018870.9095657393,2.4496555977046105e-07,18.449407416000003,1,1,17,454,3018876.5267719775,0.005635940340648376,1.588183082,1,1,2725,3018876.3882172466,0.003283897767546138,1.472233208
QSHIP12S,1,0,44,755,3056959.6094400324,1.0869455901336595e-07,5.396513626,1,1,15,368,3056961.570086856,0.0006470912997175018,0.334313166,1,1,2050,3056962.0523159727,0.007269146759930359,0.262071957
QSIERRA,1,0,27,474,23750636.769018374,2.987052071750949e-07,1.5278507920000002,1,1,88,371,23750486.066666275,0.06178104068398553,0.149319374,1,1,9375,23750677.842889067,0.06078860998692715,0.6794357910000001
QSTAIR,1,0,56,1720,7985453.285848801,3.589322054847642e-08,0.931226834,1,1,38,297,7985452.718992157,1.3849824641165885e-05,0.065076374,1,1,74375,7985447.596251128,0.0005093881714724449,2.477159082
QSTANDAT,1,0,13,80,6411.8339448978495,5.913946561261067e-07,0.112509209,1,1,7,36,6411.832555866471,6.350490132960596e-05,0.008558373,1,1,8325,6411.849765518491,1.3024586696618902e-05,0.216589999
